140.68	141.44	139.9	140.93
139.6	140.61	137.74	139.56
138.6	141.09	138.43	140.36
139.85	140.64	138.01	138.04
138.35	138.81	136.85	137.39
138	140.64	137.88	140.53
140.06	142.8	139.79	142.56
142.52	144.53	142.46	143.8
144.9	146.66	142.22	143.67
144.34	144.74	143.36	144.24
143.43	145.84	143.06	144.08
142.91	143.41	140.51	142.89
143.44	145.59	143.35	144.99
146.31	148.04	145.8	147.97
148.71	150.01	147.58	147.71
147.72	148.86	147.19	148.68
